Age_ka,D,J,F,M,A,M,J,J,A,S,O,N,Summer_DJF,Spring_MAM,Winter_JJA,Spring_SON,Spring_Summer_SONDJF,Autumn_Winter_MAMJJA,Annual,DJF_Summer_SD,MAM_Spring_SD,JJA_Winter_SD,SON_Spring_SD,Spring_Summer_SONDJF_SD,Autumn_Winter_MAMJJA_SD,Annual_SD
59.7,-16.138639,-6.01335,2.690313,4.509752,2.565553,2.446255,5.913539,10.822849,11.721211,4.517295,-8.115896,-17.596224,-6.487225333,3.173853333,9.485866333,-7.064941667,-6.7760835,6.329859833,-0.223111833,9.423416404,1.158458864,3.126164663,11.09415654,9.211545001,4.049496933,9.636824192
59.8,-16.344838,-6.144758,2.673013,4.516329,2.519568,2.380506,5.916702,10.96657,11.981866,4.758634,-8.03889,-17.718046,-6.605527667,3.138801,9.621712667,-6.999434,-6.802480833,6.380256833,-0.211112,9.517294557,1.194998788,3.248543446,11.27433535,9.333936037,4.171434496,9.741989043
59.9,-16.554344,-6.284483,2.648196,4.519696,2.473417,2.31484,5.919416,11.110811,12.246203,5.007209,-7.953824,-17.835863,-6.730210333,3.102651,9.75881,-6.927492667,-6.8288515,6.4307305,-0.1990605,9.609026499,1.229755693,3.373127401,11.45606833,9.457358661,4.295049569,9.84837302
60,-16.766905,-6.432497,2.615725,4.519742,2.427097,2.24926,5.921579,11.255353,12.514008,5.262971,-7.860519,-17.949358,-6.861225667,3.065366333,9.89698,-6.848968667,-6.855097167,6.481173167,-0.186962,9.69842475,1.262661053,3.499844702,11.63917866,9.581858594,4.420245913,9.955908522
60.1,-16.980996,-6.58937,2.573983,4.51539,2.380468,2.183721,5.922412,11.398656,12.784018,5.526234,-7.7568,-18.055718,-6.998794333,3.026526333,10.03502867,-6.762094667,-6.8804445,6.5307775,-0.1748335,9.783916503,1.293140986,3.628363109,11.82240221,9.706415121,4.546495845,10.0634723
60.2,-17.197517,-6.754101,2.524663,4.507645,2.333659,2.118259,5.922517,11.541839,13.056959,5.79629,-7.644859,-18.157335,-7.142318333,2.986521,10.17377167,-6.668634667,-6.9054765,6.580146333,-0.162665083,9.866819676,1.321727263,3.758825858,12.00661477,9.832216653,4.674105857,10.17208667
60.3,-17.416347,-6.926549,2.467836,4.496524,2.286682,2.052883,5.921871,11.68483,13.332719,6.073018,-7.524783,-18.254199,-7.291686667,2.945363,10.31314,-6.568654667,-6.930170667,6.6292515,-0.150459583,9.947119057,1.348421607,3.891184538,12.19175983,9.959443092,4.803026603,10.28180938
60.4,-17.63739,-7.106578,2.403585,4.482053,2.239552,1.987602,5.92046,11.827578,13.611211,6.3563,-7.396673,-18.346328,-7.446794333,2.903069,10.453083,-6.462233667,-6.954514,6.678076,-0.138219,10.02481821,1.3732307,4.025399373,12.37779626,10.08828707,4.933219485,10.39271372
60.5,-17.860578,-7.294063,2.331997,4.464264,2.192284,1.922429,5.91828,11.970046,13.892363,6.646033,-7.260642,-18.433767,-7.607548,2.859659,10.593563,-6.349458667,-6.978503333,6.726611,-0.125946167,10.09993693,1.396163792,4.161433528,12.56470387,10.21895495,5.064652235,10.50488713
60.6,-18.085858,-7.488885,2.253161,4.443192,2.144894,1.857375,5.915328,12.112212,14.176118,6.942116,-7.116805,-18.516576,-7.773860667,2.815153667,10.73455267,-6.230421667,-7.002141167,6.774853167,-0.113644,10.17250371,1.417232657,4.299258283,12.75247059,10.3516567,5.197300475,10.61842465
60.7,-18.313184,-7.69093,2.167167,4.418876,2.097401,1.792454,5.911609,12.254056,14.462428,7.244458,-6.965277,-18.594822,-7.945649,2.769577,10.876031,-6.105213667,-7.025431333,6.822804,-0.101313667,10.24255123,1.436449986,4.438844565,12.94109267,10.48660358,5.331141603,10.73342482
60.8,-18.542517,-7.900087,2.074103,4.391353,2.049822,1.72768,5.907123,12.395561,14.751243,7.552968,-6.806172,-18.668571,-8.122833667,2.722951667,11.01797567,-5.973925,-7.048379333,6.870463667,-0.088957833,10.3101148,1.453828093,4.580166008,13.13056561,10.62400257,5.466154193,10.84998506
60.9,-18.773802,-8.116239,1.974056,4.360657,2.002173,1.663066,5.901869,12.536698,15.042505,7.867551,-6.639599,-18.737878,-8.305328333,2.675298667,11.16035733,-5.836642,-7.070985167,6.917828,-0.076578583,10.37522139,1.469378414,4.723191913,13.32087715,10.76404749,5.602313101,10.968193
61,-19.006971,-8.339262,1.867115,4.32682,1.954469,1.598622,5.895841,12.677429,15.336139,8.188104,-6.46566,-18.802783,-8.493039333,2.626637,11.30313633,-5.693446333,-7.093242833,6.964886667,-0.064178083,10.43789261,1.483112756,4.86788628,13.51200321,10.9069175,5.739587818,11.0881247
61.1,-19.244341,-8.570532,1.753105,4.290178,1.906932,1.534548,5.889727,12.819281,15.6341,8.515894,-6.284716,-18.865215,-8.687256,2.577219333,11.44770267,-5.544679,-7.1159675,7.012461,-0.05175325,10.49920964,1.495104681,5.014889992,13.70554718,11.05409009,5.878726582,11.21119224
61.2,-19.483214,-8.808352,1.632308,4.250381,1.859345,1.470651,5.882736,12.960463,15.934087,8.849376,-6.096478,-18.923047,-8.886419333,2.526792333,11.59242867,-5.390049667,-7.1382345,7.0596105,-0.039312,10.55797747,1.505270466,5.163434195,13.89968167,11.20429363,6.01884419,11.33598379
61.3,-19.723202,-9.052374,1.504874,4.207429,1.811695,1.406916,5.874772,13.100729,16.23575,9.188247,-5.90104,-18.97608,-9.090234,2.475346667,11.73708367,-5.229624333,-7.159929167,7.106215167,-0.026857,10.61408864,1.51361931,5.313389947,14.09416291,11.35750916,6.159804716,11.46238776
61.4,-19.963878,-9.302209,1.370977,4.161333,1.763965,1.343326,5.865729,13.239809,16.538701,9.532167,-5.698509,-19.024106,-9.29837,2.422874667,11.881413,-5.063482667,-7.180926333,7.152143833,-0.01439125,10.66742802,1.520168518,5.464614588,14.28872373,11.51368489,6.301456513,11.59026696
61.5,-20.204789,-9.557435,1.230813,4.112107,1.716137,1.27986,5.855501,13.377423,16.842529,9.88077,-5.489013,-19.066913,-9.510470333,2.369368,12.025151,-4.891718667,-7.2010945,7.1972595,-0.0019175,10.71787817,1.524938957,5.616954312,14.48308179,11.67274125,6.443639455,11.71946587
61.6,-20.445467,-9.817605,1.084602,4.059774,1.668191,1.216499,5.843976,13.513279,17.146803,10.233665,-5.272697,-19.104287,-9.726156667,2.314821333,12.16801933,-4.714439667,-7.220298167,7.241420333,0.010561083,10.76532581,1.527956568,5.770248454,14.67694094,11.83457335,6.586184073,11.84981258
61.7,-20.685436,-10.082253,0.932579,4.004366,1.620109,1.153221,5.831046,13.647086,17.451083,10.590443,-5.049719,-19.136025,-9.945036667,2.259232,12.30973833,-4.531767,-7.238401833,7.284485167,0.023041667,10.8096607,1.529253285,5.924330262,14.87000103,11.99905515,6.728917085,11.98112527
61.8,-20.924224,-10.350906,0.774993,3.94592,1.571872,1.090004,5.816606,13.778557,17.754928,10.95069,-4.820254,-19.161935,-10.16671233,2.202598667,12.45003033,-4.343833,-7.255272667,7.3263145,0.035520917,10.85078108,1.528864332,6.079031203,15.06196464,12.16604573,6.87166467,12.11321695
61.9,-21.161375,-10.623092,0.612101,3.884483,1.523463,1.026829,5.800557,13.907414,18.057907,11.313992,-4.584487,-19.181843,-10.39078867,2.144925,12.588626,-4.150779333,-7.270784,7.3667755,0.04799575,10.88859669,1.526829348,6.234184678,15.2525429,12.33539444,7.014255039,12.24590133
62,-21.396457,-10.898352,0.444164,3.820104,1.474866,0.96368,5.782809,14.033395,18.359604,11.679944,-4.342607,-19.195598,-10.61688167,2.086216667,12.72526933,-3.952753667,-7.284817667,7.405743,0.060462667,10.92303074,1.52318802,6.389627351,15.44146245,12.50694711,7.156522079,12.37899757
62.1,-21.627591,-11.17476,0.272255,3.75298,1.425943,0.9004,5.762978,14.155488,18.658354,12.04686,-4.095389,-19.202483,-10.84336533,2.026441,12.85894,-3.750337333,-7.296851333,7.4426905,0.072919583,10.95368342,1.51814082,6.544727503,15.62752875,12.67968643,7.297821197,12.51154191
62.2,-21.856081,-11.453546,0.095744,3.683036,1.37683,0.837137,5.741346,14.274354,18.955229,12.415805,-3.842418,-19.203093,-11.07129433,1.965667667,12.99030967,-3.543235333,-7.307264833,7.477988667,0.085361917,10.98090354,1.511566283,6.699869653,15.81157204,12.85441258,7.43855186,12.64426225
62.3,-22.081719,-11.734459,-0.085209,3.610315,1.327529,0.773896,5.717875,14.389853,19.250001,12.786551,-3.583819,-19.197384,-11.30046233,1.903913333,13.119243,-3.331550667,-7.3160065,7.511578167,0.097785833,11.00467527,1.50349006,6.854957757,15.99345973,13.03105977,7.578618419,12.77708062
62.4,-22.304323,-12.017272,-0.270455,3.534861,1.278047,0.710685,5.692531,14.501859,19.542461,13.158891,-3.319707,-19.185319,-11.53068333,1.841197667,13.245617,-3.115378333,-7.323030833,7.543407333,0.11018825,11.0249903,1.493936587,7.009903582,16.17307308,13.20956809,7.717931847,12.90992837
62.5,-22.523732,-12.301782,-0.459859,3.456714,1.228392,0.647513,5.665288,14.610255,19.832418,13.532634,-3.050191,-19.166868,-11.761791,1.777539667,13.36932033,-2.894808333,-7.328299667,7.57343,0.122565167,11.04184385,1.482927825,7.164623664,16.35030476,13.38988151,7.856409904,13.04274497
62.6,-22.739805,-12.587803,-0.653295,3.375913,1.178574,0.58439,5.636123,14.714934,20.119695,13.907609,-2.775368,-19.14201,-11.99363433,1.712959,13.49025067,-2.669923,-7.331778667,7.601604833,0.134913083,11.05523669,1.470484839,7.319040335,16.52506182,13.5719508,7.99397589,13.17547765
62.7,-22.952415,-12.87517,-0.850649,3.292495,1.128603,0.521331,5.605016,14.815796,20.40413,14.283656,-2.495327,-19.110724,-12.226078,1.647476333,13.608314,-2.440798333,-7.333438167,7.627895167,0.1472285,11.06517083,1.456626112,7.47308192,16.69725678,13.75572845,8.130558192,13.30807921
62.8,-23.161449,-13.163729,-1.051813,3.206496,1.078491,0.458349,5.57195,14.912749,20.685568,14.660627,-2.210151,-19.072996,-12.458997,1.581112,13.72342233,-2.207506667,-7.333251833,7.652267167,0.159507667,11.07165238,1.441370489,7.626679205,16.86681166,13.94117086,8.266088791,13.44050758
62.9,-23.366803,-13.453338,-1.256685,3.11795,1.028248,0.395459,5.53691,15.005704,20.963864,15.038385,-1.919916,-19.028811,-12.69227533,1.513885667,13.83549267,-1.970114,-7.331194667,7.674689167,0.17174725,11.07468924,1.424735859,7.779766922,17.03365347,14.12823627,8.400503435,13.57272412
63,-23.568379,-13.743864,-1.46517,3.026891,0.977887,0.332678,5.499883,15.094575,21.238875,15.416798,-1.624694,-18.978155,-12.92580433,1.445818667,13.94444433,-1.728683667,-7.327244,7.6951315,0.18394375,11.07428906,1.406739477,7.932280108,17.1977123,14.31688262,8.533738134,13.70469186
63.1,-23.76554,-14.034737,-1.676996,2.933344,0.927383,0.269984,5.460725,15.178944,21.509972,15.795324,-1.324631,-18.920683,-13.159091,1.376903667,14.04988033,-1.48333,-7.3212105,7.713392,0.19609075,11.07027601,1.387416032,8.083976181,17.35854759,14.50672577,8.665537429,13.83605624
63.2,-23.958733,-14.326235,-1.892207,2.837368,0.876784,0.207427,5.419563,15.259072,21.777503,16.174217,-1.019761,-18.856745,-13.39239167,1.307193,14.152046,-1.234096333,-7.313244,7.7296195,0.20818775,11.0628631,1.366779553,8.234966921,17.51646452,14.69804856,8.796032128,13.96709539
63.3,-24.147926,-14.618287,-2.110739,2.738993,0.826105,0.145028,5.3764,15.334913,22.041385,16.5534,-0.710133,-18.786353,-13.62565067,1.236708667,14.25089933,-0.981028667,-7.303339667,7.743804,0.220232167,11.05207663,1.344845766,8.385209925,17.67143384,14.89084042,8.925182903,14.09780669
63.4,-24.333086,-14.91083,-2.332533,2.638245,0.775362,0.082806,5.331236,15.406417,22.301533,16.932801,-0.395788,-18.709514,-13.85881633,1.165471,14.34639533,-0.724167,-7.291491667,7.755933167,0.23222075,11.0379406,1.321630014,8.53466341,17.82342642,15.08509094,9.052950019,14.22818696
63.5,-24.514175,-15.203795,-2.557532,2.535149,0.724568,0.020781,5.284071,15.473527,22.557857,17.312346,-0.076761,-18.626228,-14.091834,1.093499333,14.438485,-0.463547667,-7.277690833,7.765992167,0.244150667,11.02047576,1.297148548,8.683283057,17.9724088,15.28078539,9.179291494,14.35822909
63.6,-24.691142,-15.497109,-2.785676,2.429729,0.673736,-0.041029,5.234899,15.536183,22.810256,17.691951,0.246914,-18.536483,-14.32464233,1.020812,14.52711267,-0.199206,-7.261924167,7.773962333,0.256019083,10.99969857,1.271419516,8.831022626,18.1183367,15.47789982,9.304162219,14.4879189
63.7,-24.863918,-15.790682,-3.016898,2.322007,0.622876,-0.102608,5.183714,15.59431,23.058612,18.071521,0.575199,-18.440257,-14.557166,0.947425,14.612212,0.068821,-7.2441725,7.7798185,0.267823,10.97562035,1.244463143,8.977827242,18.26115542,15.67639832,9.42751024,14.61723138
63.8,-25.032409,-16.0844,-3.25112,2.21201,0.571997,-0.163942,5.130502,15.647823,23.302785,18.450937,0.90805,-18.337517,-14.78930967,0.873355,14.69370333,0.34049,-7.224409833,7.783529167,0.279559667,10.94824561,1.21630566,9.123635548,18.40079292,15.87622613,9.549275284,14.74612668
63.9,-25.196493,-16.378122,-3.488243,2.099769,0.521104,-0.225019,5.075248,15.696623,23.54261,18.830054,1.245406,-18.228219,-15.02095267,0.798618,14.77149367,0.615747,-7.202602833,7.785055833,0.2912265,10.91757578,1.186979497,9.268374346,18.53715869,16.07730693,9.669387243,14.87454805
64,-25.356016,-16.671668,-3.728147,1.985319,0.4702,-0.28583,5.017929,15.740595,23.77789,19.208691,1.587191,-18.112308,-15.25194367,0.723229667,14.84547133,0.894524667,-7.1787095,7.7843505,0.3028205,10.88360658,1.156523867,9.411958827,18.67013877,16.27953689,9.787763763,15.00241707
64.1,-25.512335,-16.966893,-3.972164,1.868231,0.419401,-0.346216,4.958678,15.780193,24.009779,19.58849,1.934677,-17.989776,-15.48379733,0.647138667,14.91621667,1.177797,-7.153000167,7.781677667,0.31433875,10.8464013,1.124652041,9.554891609,18.80056301,16.4840788,9.904862162,15.1306118
64.2,-25.663499,-17.261285,-4.218548,1.749044,0.368573,-0.406346,4.897268,15.814587,24.236475,19.967183,2.28631,-17.860418,-15.714444,0.570423667,14.98277667,1.464358333,-7.125042833,7.776600167,0.325778667,10.80583262,1.091780327,9.696399495,18.92719083,16.68937397,10.01996181,15.25793708
64.3,-25.809129,-17.554361,-4.466954,1.627867,0.317703,-0.466233,4.833661,15.843585,24.457582,20.344309,2.641803,-17.724183,-15.94348133,0.493112333,15.04494267,1.753976333,-7.0947525,7.7690275,0.3371375,10.76189149,1.058012301,9.836307287,19.04976897,16.89511186,10.13289999,15.38416601
64.4,-25.948842,-17.845611,-4.717013,1.504827,0.266777,-0.52589,4.767828,15.867002,24.672691,20.719381,3.000835,-17.581033,-16.17048867,0.415238,15.102507,2.046394333,-7.062047167,7.7588725,0.348412667,10.7145773,1.023466357,9.974428917,19.16803709,17.10095825,10.24350758,15.50905917
64.5,-26.082253,-18.13451,-4.968334,1.380059,0.215783,-0.585334,4.699743,15.884664,24.881398,21.091893,3.363059,-17.430953,-16.39503233,0.336836,15.15526833,2.341333,-7.026849667,7.746052167,0.35960125,10.66389848,0.988272626,10.11057927,19.28173641,17.30656094,10.35161724,15.63237038
64.6,-26.208992,-18.420529,-5.220516,1.253706,0.164708,-0.644576,4.629392,15.896411,25.083305,21.461333,3.728107,-17.273948,-16.616679,0.257946,15.203036,2.638497333,-6.989090833,7.730491,0.370700083,10.60987452,0.952569489,10.24457007,19.39061462,17.51155886,10.45706251,15.7538524
64.7,-26.328705,-18.70315,-5.473155,1.125921,0.113543,-0.703629,4.55677,15.902104,25.278034,21.827193,4.0956,-17.110044,-16.83500333,0.178611667,15.245636,2.937583,-6.948710167,7.712123833,0.381706833,10.55253384,0.916509001,10.37621839,19.49443148,17.71558869,10.55968396,15.87326283
64.8,-26.441068,-18.981875,-5.725853,0.996856,0.06228,-0.762503,4.481882,15.901625,25.465228,22.188977,4.465154,-16.939287,-17.04959867,0.098877667,15.28291167,3.238281333,-6.905658667,7.690894667,0.392618,10.49191603,0.880250285,10.50534659,19.59296234,17.91829268,10.65933045,15.99036869
64.9,-26.545787,-19.256235,-5.978229,0.866662,0.010915,-0.821203,4.40474,15.894875,25.644563,22.546216,4.836392,-16.76174,-17.26008367,0.018791333,15.314726,3.540289333,-6.859897167,7.666758667,0.40343075,10.42806673,0.843960065,10.63178959,19.68600424,18.11932644,10.75586224,16.10495126
65,-26.642604,-19.525803,-6.229925,0.735486,-0.040552,-0.879733,4.325368,15.88178,25.815743,22.89847,5.208953,-16.577479,-17.46611067,-0.061599667,15.34096367,3.843314667,-6.811398,7.639682,0.414142,10.36103833,0.807815175,10.7553901,19.77337511,18.31836439,10.84915111,16.2168092
65.1,-26.730997,-19.788704,-6.479051,0.604214,-0.092137,-0.938175,4.244076,15.862695,25.978282,23.244021,5.580634,-16.387792,-17.66625067,-0.142032667,15.36168433,4.145621,-6.760314833,7.609825833,0.4247555,10.29144962,0.77240413,10.87576142,19.85483813,18.51428467,10.93897116,16.32539005
65.2,-26.811249,-20.04634,-6.727062,0.472162,-0.143806,-0.996422,4.160627,15.837223,26.132331,23.584041,5.953163,-16.191541,-17.86155033,-0.222688667,15.376727,4.448554333,-6.706498,7.577019167,0.435260583,10.21878766,0.737462947,10.99308813,19.93043191,18.70776646,11.02539188,16.43100049
65.3,-26.883212,-20.29853,-6.973822,0.339387,-0.195552,-1.054463,4.075032,15.805289,26.277694,23.918303,6.326409,-15.988699,-18.05185467,-0.303542667,15.386005,4.752004333,-6.649925167,7.541231167,0.445653,10.14305748,0.703172058,11.10726786,20.00003162,18.8986229,11.10832624,16.53352256
65.4,-26.946748,-20.545112,-7.21921,0.205935,-0.247369,-1.112281,3.987303,15.766823,26.414182,24.246594,6.700261,-15.779231,-18.23702333,-0.384571667,15.389436,5.055874667,-6.590574333,7.502432167,0.455928917,10.0642632,0.669732622,11.21820133,20.06351593,19.08668005,11.18769094,16.63284652
65.5,-27.001728,-20.785939,-7.463118,0.071852,-0.299248,-1.169861,3.897449,15.721757,26.541618,24.568716,7.074619,-15.5631,-18.41692833,-0.465752333,15.38694133,5.360078333,-6.528425,7.4605945,0.46608475,9.982408469,0.637381803,11.32579682,20.12077039,19.2717764,11.26340715,16.72887143
65.6,-27.048033,-21.020877,-7.705448,-0.062821,-0.351182,-1.227188,3.805486,15.670031,26.659832,24.88448,7.449387,-15.340268,-18.59145267,-0.547063667,15.37844967,5.664533,-6.463459833,7.415693,0.476116583,9.89749845,0.606394961,11.42996271,20.17168475,19.45376027,11.33540019,16.82150431
65.7,-27.085549,-21.249799,-7.946105,-0.198044,-0.403161,-1.284244,3.711429,15.61159,26.768663,25.193701,7.824473,-15.110705,-18.76048433,-0.628483,15.363894,5.969156333,-6.395664,7.3677055,0.48602075,9.809541008,0.577091945,11.53061251,20.21615531,19.63248712,11.40359858,16.91065849
65.8,-27.114177,-21.472585,-8.184995,-0.333773,-0.455177,-1.341011,3.6153,15.546392,26.867961,25.4962,8.199777,-14.874388,-18.923919,-0.709987,15.34321767,6.273863,-6.325028,7.316615333,0.495793667,9.718552185,0.549843795,11.62766188,20.25408483,19.8078204,11.46793589,16.99625577
65.9,-27.133828,-21.689117,-8.422018,-0.469962,-0.507219,-1.397473,3.517126,15.474406,26.957592,25.791801,8.575191,-14.631314,-19.08165433,-0.791551333,15.31637467,6.578559333,-6.2515475,7.262411667,0.505432083,9.624557368,0.52507411,11.72103204,20.28538785,19.97962951,11.52835209,17.07822581
66,-27.144431,-21.899285,-8.657073,-0.606557,-0.559277,-1.45361,3.416943,15.395623,27.037435,26.080331,8.950593,-14.381499,-19.23359633,-0.873148,15.28333367,6.883141667,-6.175227333,7.205092833,0.51493275,9.527592745,0.503250385,11.81064635,20.30998986,20.14779109,11.58479267,17.15650801
66.1,-27.143556,-22.101852,-8.890164,-0.743976,-0.611523,-1.509539,3.314002,15.308182,27.105151,26.360491,9.326719,-14.122598,-19.378524,-0.955012667,15.242445,7.188204,-6.09516,7.143716167,0.524278083,9.426503404,0.484778857,11.89571073,20.32609305,20.31110339,11.63634256,17.22981156
66.2,-27.133643,-22.297774,-9.12092,-0.881585,-0.663748,-1.565104,3.209217,15.214114,27.162995,26.633183,9.702333,-13.857291,-19.51744567,-1.036812333,15.195442,7.492741667,-6.012352,7.079314833,0.533481417,9.322672187,0.470300227,11.97689992,20.33547004,20.47052733,11.68386707,17.29937313
66.3,-27.114906,-22.487083,-9.349238,-1.01928,-0.715919,-1.620273,3.10272,15.113639,27.211126,26.898378,10.077215,-13.585875,-19.650409,-1.118490667,15.142495,7.796572667,-5.926918167,7.012002167,0.542542,9.216277958,0.460267429,12.0542289,20.33825662,20.6260715,11.72742123,17.36528184
66.4,-27.087583,-22.669838,-9.575031,-1.15696,-0.768003,-1.675011,2.994642,15.006988,27.249729,27.156071,10.451157,-13.308656,-19.777484,-1.199991333,15.08378633,8.099524,-5.83898,6.9418975,0.55145875,9.107505319,0.455032581,12.12772587,20.33460514,20.77776216,11.76707017,17.42764051
66.5,-27.051925,-22.846119,-9.798227,-1.294534,-0.819966,-1.729286,2.885118,14.894399,27.279004,27.406276,10.823963,-13.025938,-19.898757,-1.281262,15.019507,8.401433667,-5.748661667,6.8691225,0.560230417,8.996539931,0.454805261,12.19742422,20.32467634,20.9256378,11.80288622,17.48656012
66.6,-27.008181,-23.016012,-10.018766,-1.431915,-0.871773,-1.783064,2.774276,14.776107,27.299154,27.649019,11.195454,-12.738015,-20.01431967,-1.362250667,14.94984567,8.702152667,-5.6560835,6.7937975,0.568857,8.883561963,0.459622303,12.26336206,20.30863222,21.06974184,11.83494262,17.54215196
66.7,-26.956588,-23.179604,-10.236598,-1.569024,-0.923394,-1.836314,2.66224,14.652334,27.310372,27.884324,11.56546,-12.445164,-20.12426333,-1.442910667,14.874982,9.00154,-5.561361667,6.716035667,0.577337,8.768742575,0.469344395,12.3255743,20.28662527,21.21011387,11.86330952,17.59452051
66.8,-26.897355,-23.336972,-10.451675,-1.705789,-0.9748,-1.889005,2.549122,14.523281,27.312828,28.112209,11.933826,-12.147632,-20.22866733,-1.523198,14.795077,9.299467667,-5.464599833,6.6359395,0.585669833,8.652240524,0.48368099,12.38409014,20.25879025,21.34678351,11.88804795,17.64375606
66.9,-26.830653,-23.488168,-10.663948,-1.842143,-1.025965,-1.941112,2.435021,14.389124,27.306658,28.332665,12.300403,-11.845631,-20.32758967,-1.603073333,14.71026767,9.595812333,-5.365888667,6.553597167,0.59385425,8.53419763,0.502234245,12.43892808,20.22523116,21.47975787,11.90920639,17.68992626
67,-26.756595,-23.633206,-10.873355,-1.978025,-1.07687,-1.992615,2.320022,14.250002,27.29195,28.545653,12.665043,-11.539335,-20.421052,-1.682503333,14.620658,9.890453667,-5.265299167,6.469077333,0.601889083,8.414735778,0.524544581,12.49008953,20.18601806,21.60901326,11.92681492,17.73306777
67.1,-26.679673,-23.77581,-11.081554,-2.1135,-1.127167,-2.043166,2.205161,14.108624,27.272839,28.754718,13.028478,-11.231446,-20.51234567,-1.761277667,14.52887467,10.18391667,-5.1642145,6.3837985,0.609792,8.295358864,0.550280811,12.5391219,20.14427896,21.73752833,11.94251538,17.77584896
67.2,-26.595071,-23.911943,-11.286702,-2.248446,-1.177209,-2.09311,2.089403,13.96216,27.244854,28.955909,13.389776,-10.919136,-20.59790533,-1.839588333,14.432139,10.47551633,-5.0611945,6.296275333,0.617540417,8.174574888,0.578871406,12.58430924,20.09662871,21.86198811,11.95452657,17.81537261
67.3,-26.502333,-24.041122,-11.488496,-2.382775,-1.227018,-2.142468,1.972716,13.81043,27.207561,29.148701,13.748646,-10.602271,-20.677317,-1.917420333,14.33023567,10.76502533,-4.956145833,6.206407667,0.625130917,8.052342108,0.609859328,12.62545045,20.04274028,21.98196825,11.96266979,17.85132993
67.4,-26.400965,-24.162805,-11.686593,-2.516385,-1.276619,-2.191269,1.855065,13.653244,27.160494,29.332511,14.104747,-10.280718,-20.750121,-1.994757667,14.22293433,11.05218,-4.8489705,6.114088333,0.632558917,7.928618726,0.64281993,12.66232974,19.98225718,22.09699852,11.96675332,17.88338136
67.5,-26.290449,-24.27641,-11.880611,-2.649155,-1.326037,-2.239539,1.736424,13.490421,27.10317,29.506713,14.457692,-9.954366,-20.81582333,-2.071577,14.110005,11.33667967,-4.739571833,6.019214,0.639821083,7.803371249,0.677361599,12.69471795,19.91481176,22.20657486,11.96657645,17.91116719
67.6,-26.170268,-24.381328,-12.070143,-2.780952,-1.375295,-2.287309,1.616774,13.321792,27.035111,29.670656,14.80705,-9.623133,-20.873913,-2.147852,13.99122567,11.618191,-4.627861,5.921686833,0.646912917,7.676578094,0.713129786,12.7223846,19.84003729,22.310173,11.96193956,17.93431947
67.7,-26.039926,-24.476948,-12.254761,-2.911627,-1.424414,-2.334606,1.496109,13.147223,26.955862,29.823679,15.152352,-9.286981,-20.92387833,-2.223549,13.866398,11.89635,-4.513764167,5.8214245,0.653830167,7.548239633,0.749800553,12.74510358,19.75758318,22.40726271,11.95265095,17.95247466
67.8,-25.898966,-24.562671,-12.434031,-3.04102,-1.473411,-2.381457,1.374441,12.966616,26.865013,29.965136,15.493101,-8.94592,-20.96522267,-2.298629333,13.73535667,12.17077233,-4.397225167,5.718363667,0.66056925,7.418378834,0.787079927,12.76266183,19.66712919,22.49732374,11.93853529,17.96528575
67.9,-25.746995,-24.637934,-12.607527,-3.168965,-1.522298,-2.427884,1.2518,12.779923,26.762214,30.094414,15.828779,-8.600019,-20.99748533,-2.373049,13.597979,12.441058,-4.278213667,5.612465,0.667125667,7.28704705,0.824701892,12.77486663,19.56839995,22.57986241,11.91944046,17.97243549
68,-25.583696,-24.702229,-12.774838,-3.295288,-1.571079,-2.473903,1.128238,12.587151,26.647193,30.21095,16.158861,-8.249411,-21.02025433,-2.446756667,13.454194,12.7068,-4.156727167,5.503718667,0.67349575,7.154328333,0.862424989,12.78155267,19.46117638,22.65442513,11.89524341,17.97364639
68.1,-25.404598,-24.750829,-12.933108,-3.419264,-1.620062,-2.519882,1.003139,12.386309,26.515929,30.310104,16.480848,-7.892663,-21.02951167,-2.519736,13.30179233,12.96609633,-4.031707667,5.391028167,0.67966025,7.019306784,0.899601009,12.78100918,19.34238768,22.71717105,11.86430018,17.9659305
68.2,-25.214253,-24.787998,-13.084599,-3.541266,-1.668889,-2.565433,0.877396,12.179867,26.372582,30.395926,16.796227,-7.53196,-21.02895,-2.591862667,13.14328167,13.22006433,-3.904442833,5.2757095,0.685633333,6.883310101,0.936468261,12.77486803,19.2151721,22.7714649,11.82827631,17.95211879
68.3,-25.012979,-24.813843,-13.229249,-3.661192,-1.71752,-2.610523,0.751168,11.968162,26.217472,30.468459,17.104721,-7.167715,-21.01869033,-2.663078333,12.978934,13.46848833,-3.775101,5.157927833,0.691413417,6.746588842,0.972901207,12.76320512,19.0797547,22.81734095,11.78728729,17.93232977
68.4,-24.801163,-24.828552,-13.36705,-3.77896,-1.765908,-2.655114,0.624619,11.751555,26.050985,30.527826,17.406106,-6.800354,-20.99892167,-2.733327333,12.809053,13.71119267,-3.6438645,5.037862833,0.696999167,6.609408929,1.008802549,12.7461268,18.93640789,22.85489758,11.74147556,17.90672836
68.5,-24.579242,-24.832384,-13.498043,-3.894506,-1.814005,-2.699162,0.497914,11.530423,25.873555,30.574224,17.700209,-6.430303,-20.96988967,-2.802557667,12.633964,13.94804333,-3.510923167,4.915703167,0.70239,6.472046792,1.044097266,12.72376285,18.78544157,22.88428927,11.69100391,17.87551762
